# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/prior_part_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.407345
# Diagonal elements of inverse mass matrix:
# 12.3559, 16.1338, 0.9644, 1.01372, 0.933649, 1.02508, 1.06565, 1.20914, 1.02298, 1.21259, 1.34808, 1.00772, 0.88528, 1.02764, 0.932626, 1.08202, 0.91176, 1.09593, 0.934393, 1.36696, 1.03165, 1.02828, 0.91827, 1.09402, 0.849313, 0.981305, 0.980023, 0.878626, 1.30655, 1.01855, 0.898485, 0.97331, 1.09749, 0.902943, 0.9426, 0.988897, 1.02565, 1.17599, 0.897881, 0.890389, 0.956079, 0.831392, 1.1012, 1.05289, 1.08962, 0.894384, 1.64225, 1.05274, 1.01757, 0.969909, 1.05531, 0.944038, 0.999554, 1.07058, 0.907997, 1.76649, 1.14214, 1.03925, 1.00106, 0.925615, 0.907144, 1.12685, 0.913556, 1.1033, 1.72001, 0.86181, 1.01277, 1.01778, 1.11296, 1.08903, 1.0659, 0.858851, 1.13419, 1.55581, 0.968119, 0.868596, 0.887682, 0.835296, 1.0125, 0.983165, 0.847557, 1.02659, 1.20283, 0.983811, 0.873128, 0.908207, 1.02161, 0.95324, 1.1491, 0.995681, 0.911448, 1.38466, 1.43256, 1.4782, 0.842271, 1.19055, 1.0314, 1.04984, 1.01058, 0.967738, 0.999279, 0.983967, 1.10345, 0.934972, 0.927428
-153.613,0.945948,0.407345,4,15,0,208.152,-1.07287,1.2836,1.1197,0.237453,-0.201162,0.0078622,-0.13318,0.605234,1.0647,0.0369658,0.326153,-0.291507,-1.4824,-0.890027,0.207723,1.81871,-0.0295515,-1.32591,-0.0992942,2.87858,-1.12647,0.11107,0.508731,0.162046,-0.102595,-0.815771,0.299857,-0.728809,3.55208,-0.224523,-1.15182,0.138795,-1.8903,1.13803,-0.28658,-1.89985,-0.874214,0.0230622,2.45688,-1.32604,0.101506,0.0727268,-0.111399,0.221783,-0.916955,0.95022,2.05904,-0.226486,0.103177,-0.226371,-0.650393,1.57889,-0.0508316,1.24459,-0.422456,0.216416,-2.64627,-0.152165,-1.39095,-0.626743,-0.340214,1.27223,0.132347,0.601147,2.84881,0.441514,0.425262,0.158213,0.0895292,-2.11021,-0.477206,-0.648481,0.0533794,3.2707,-0.541939,-0.341302,-0.963279,0.28595,0.037492,-1.29257,0.826362,0.925426,1.74399,1.99469,-0.124429,-0.112346,0.447248,2.4025,0.768176,1.41184,-0.197386,0.117382,0.393329,1.23547,2.90765,0.0143011,-1.81332,0.493702,-1.26321,0.0509999,-0.281455,0.170641,0.540836,0.398622,0.982512,0.365194,0.077446,-0.0656094,0.00256428,-0.0434369,0.197399,0.347256,0.0120565,-0.839127,-4.26722,-2.56201,0.597948,5.23531,-0.0850663,-3.81673,-0.285826,-4.0013,0.39453,1.80705,0.575599,-0.364427,-2.89768,1.06512,-2.58879,-0.00517801,-0.0265636,0.00320093,-0.0435945,0.0262454,-0.00660917,-0.0438148,-0.0201613,5.05881,-2.73037,0.209004,0.149747,-0.229376,0.45666,-1.88805,1.95654,-0.0490152,0.0223291,-0.0489902,-0.140755,0.341696,-0.0110008,0.269349,-0.0914263,-7.5387,-0.433489,-3.96255,-1.78547,-0.969204,3.62433,0.37703,1.71255,1.44406,1.3909,0.517468,0.292823,-6.90186,-1.5608,-2.12099,0.174588,-0.945137,-0.595227,-1.67995,0.498694,0.0653857,-2.25423,1.44117,1.61393,0.234141,-0.0146057,-0.0131873,0.0524987,0.28201,0.0901698,0.165724,-0.0231695,-0.0259325,0.00706049,-0.0180653,0.000729356,-0.00402513,0.00244036,0.00773456,0.00570073,0.014051,-24.3317,-1.07287
-140.258,0.944568,0.407345,4,15,0,190.514,-0.581907,-1.44293,-0.886684,0.632663,-1.19087,1.21506,0.565865,0.0468951,0.972975,1.10898,0.527722,-0.662992,0.479377,-0.176527,-0.17392,-0.600203,0.436182,0.134905,-0.0979939,2.81459,0.341795,-0.883562,-0.879005,0.062492,0.864492,0.343365,0.969598,1.70888,5.21084,0.418478,-1.07954,1.13747,-1.23823,-0.437414,0.431782,0.0151247,0.598044,19.3377,-1.96219,0.781851,0.742816,0.63347,0.614275,0.761881,0.485409,-0.820049,1.99038,1.15237,0.183284,-0.380582,-0.623985,0.10855,0.648943,0.412646,0.564469,0.998329,-0.708118,1.0743,0.67251,1.49835,0.385452,1.12852,-1.27195,-0.312269,5.4219,-0.386093,-0.197483,-0.435531,-0.692276,-0.209067,1.70964,-0.00442905,0.478892,3.79361,-0.0216663,0.0129139,0.535954,-1.01881,0.136465,-0.748379,-0.0336471,1.55874,5.4659,-0.201278,0.567298,1.58421,0.241673,-1.45214,-0.456729,-0.119941,0.577141,0.252347,0.379851,11.9178,2.41076,2.82023,-1.18338,-0.0695209,-0.902355,1.69934,1.35728,1.58532,-0.2062,-1.23377,0.0855883,-0.467923,0.33387,-0.628448,0.641213,0.298619,0.0247476,0.51346,0.585231,-1.86605,1.34925,-0.496851,-0.489514,-1.68933,1.22767,0.379703,-0.275813,1.78104,-4.6041,-4.58036,0.325636,4.50473,1.78922,5.05243,8.9047,8.09243,-20.8759,21.996,-23.9446,-8.45859,8.34969,0.292478,11.5648,-3.90551,1.55618,1.47849,1.26085,1.22264,1.51644,0.966151,-1.63221,1.15044,0.182977,-0.379946,-0.622942,0.108369,0.647858,0.411957,0.563525,-3.83935,5.82474,3.64628,8.12391,2.08988,6.1187,-6.8964,-1.69309,-1.46469,-0.749174,-1.65223,-2.62623,-0.793121,6.4857,-0.0168021,1.81673,-0.118426,0.0705859,2.92947,-5.56873,0.745902,-4.09056,-0.183911,8.51989,-0.0507919,0.143156,0.399771,0.0609856,-0.366443,-0.115254,-0.0302668,0.14564,-3.33741,-0.196065,-2.54485,4.79254,3.82785,4.47097,-0.581534,-3.47953,0.241379,-39.0265,-0.581907
-154.843,0.597054,0.407345,3,15,0,196.173,-1.18792,-3.27592,-0.650432,1.41817,1.57525,1.10242,0.35098,-0.858117,0.152677,-0.100389,5.36176,0.195416,1.22057,-0.791712,-2.16562,0.373662,0.861726,-1.88803,0.322006,0.777757,0.311355,-0.289654,0.64647,1.96905,-1.17563,0.111085,-0.629246,-1.18157,0.928157,-0.258816,0.586878,0.0159656,-0.667535,-0.880229,-0.222199,0.156234,1.93239,0.768714,0.000235696,-2.08077,-0.260494,0.202528,-0.563277,-0.351606,0.6647,-1.43173,2.01762,-0.674913,0.0663365,1.59242,-1.33026,-0.262049,0.82867,1.49933,-1.07355,5.34522,1.82557,-2.02808,-0.81453,2.67456,-0.454233,-1.41386,-0.136274,-0.589343,1.20723,-0.388723,0.0552339,-0.565349,1.29137,0.64781,1.26731,0.986642,-1.02122,0.118413,-0.40034,0.468863,2.00963,-0.143372,0.303506,-1.33641,0.065246,-0.281194,2.37299,-0.147696,-0.164475,0.0594478,1.79282,-0.20549,-0.884976,-0.469509,0.403051,3.42583,0.653594,1.91305,1.33646,3.03261,0.586257,0.895049,0.900186,-0.180831,-0.555698,-1.87936,0.010528,2.49931,0.926299,-3.48746,7.6039,8.4461,5.9109,1.88187,-4.60101,0.818617,-0.538262,0.151987,0.94931,-0.61576,-1.68433,0.290618,0.670214,-1.46843,0.250443,0.288986,-0.268844,0.600026,1.82759,-1.09117,0.103105,-0.584039,-1.09668,-0.198955,0.451141,0.012273,-0.513143,-0.676644,-0.170807,0.120099,1.48546,0.000475543,-4.19819,-0.525576,0.408625,-1.13648,-0.709406,1.34111,-2.88869,-3.60756,0.354583,8.51183,-7.11053,-1.40071,4.42942,8.01426,-5.73834,2.20389,-2.44836,-0.983328,3.22882,-0.548365,-1.70686,-0.164515,-0.711474,-0.0460299,0.00654041,-0.0669447,0.152915,0.0767092,0.150066,0.116831,-0.120926,-0.950003,1.11261,4.76883,-0.340221,0.720217,-3.17127,0.154828,-0.667269,-0.50598,-0.563464,0.203658,6.14188,-0.703972,-3.03177,-1.60846,1.38078,1.77789,2.71433,2.72991,-0.548388,-1.68521,-5.69936,0.0319274,7.57943,2.8091,-28.0401,-1.18792
-154.759,0.912979,0.407345,4,15,0,208.449,0.723974,-3.40577,-0.649919,1.30871,1.39082,0.827653,-0.520146,-0.950509,-0.0433833,-0.945525,8.37933,0.156751,1.49835,-1.20498,-1.52931,0.412262,0.478751,-2.28014,0.837391,1.22525,0.482245,-0.170551,0.879844,2.00892,-1.4383,0.18047,-1.24517,-1.46649,0.933397,0.0827294,1.083,0.404789,-0.738133,-0.236781,0.132971,-0.282638,1.86933,1.92806,-0.139805,-2.4187,0.649275,0.548044,0.296356,-0.253866,0.822559,-1.7132,4.17606,-0.31345,-0.518614,2.07369,-0.820135,0.484673,1.03143,1.62979,-0.694796,4.4258,1.69193,-2.01907,-0.640217,1.77993,-0.577228,-1.19943,-0.232976,-0.511741,1.50195,-0.0279152,-0.362586,-0.713824,1.07504,0.0895541,0.804545,1.39731,-0.641058,0.129027,0.116916,0.766366,1.93244,-0.609351,-0.281324,-1.3732,0.528618,-0.219561,0.867452,-0.17952,-0.344541,0.0583217,1.32999,-0.140138,-1.12824,-1.46982,-0.112533,4.11563,0.486396,1.81448,1.54759,1.52736,0.672865,0.877882,1.21865,0.78663,-0.414235,-1.47998,-0.36836,2.10902,0.756822,-5.44588,10.9661,11.6541,6.93518,-4.35847,-7.96463,-0.363523,-7.92287,0.192059,1.83584,-1.47639,-1.87378,0.505122,0.586589,-2.79374,1.02601,0.450126,-0.159192,0.821243,1.87512,-1.3425,0.168451,-1.16223,-1.36882,0.159508,2.0881,0.780459,-1.42317,-0.456528,0.256376,-0.544944,3.60419,-0.583834,-10.1006,2.71141,2.28866,1.2376,-1.06016,3.43505,-7.15443,-1.38727,-2.29528,9.17774,-3.62975,2.14506,4.56491,7.21311,-3.07503,2.54119,-3.03254,-0.961574,2.67336,-0.866968,-1.80149,-0.349918,-0.768611,-0.00360181,-0.0467834,-0.0921023,0.138709,0.0115549,0.103808,0.18029,-0.0827137,0.101419,0.664786,1.6763,-0.528583,-0.244035,-1.19119,0.45855,-0.190459,-0.738838,-1.418,0.24003,5.47375,-0.576757,-4.64342,-6.04922,-0.463145,1.02771,1.34085,1.86133,1.20147,-0.632688,-2.26046,-0.56262,3.22124,1.15594,-29.2768,0.723974
-154.845,0.995418,0.407345,4,15,0,203.003,1.68262,4.95042,0.354119,-0.946464,-1.40457,-1.07445,0.503071,0.931503,-0.285084,0.936386,0.29752,-0.200981,-1.82902,1.55496,1.44279,-0.35882,-0.171709,2.46123,-1.03692,0.643286,-0.524861,0.177024,-1.21775,-2.03015,0.479325,0.0417362,1.06752,1.09759,4.99181,-0.358758,-1.04402,-0.203098,0.771039,-0.0175877,-0.171376,0.0278927,-1.71987,2.54346,0.620196,2.00689,-0.270084,-0.687007,-0.516612,0.465614,-0.680379,0.354819,1.15729,0.247314,0.736165,-2.04587,0.335652,-0.220386,-1.05141,-1.66008,0.408972,1.90739,-1.65182,1.82245,0.561948,-1.92726,-0.0300458,1.24838,0.424103,0.553566,5.27429,0.250721,0.757599,0.568514,-1.18612,-0.249748,-0.482044,-1.32939,0.725821,0.0226991,0.000971208,-0.542457,-1.98846,0.407069,0.167905,1.21667,-0.0101612,-0.219011,1.85843,0.563822,0.49404,0.0662744,-1.55723,0.240222,1.21129,1.12411,0.349762,0.968296,0.507236,0.769287,8.03974,4.16202,-0.62129,-0.692348,-1.21123,-1.04886,0.711793,1.47523,0.348681,-1.96375,-1.33671,0.105358,-0.281592,-0.417889,-0.31967,0.149674,0.277141,-0.0848184,0.278594,-0.129288,-1.17658,1.00029,0.928128,-0.230824,-0.110458,1.58327,-0.667034,-2.62001,0.883672,-6.07879,-10.1341,2.3927,0.208339,5.32885,5.47895,-0.912487,-2.65542,-0.516573,1.96111,-0.0447335,-0.435889,0.0709438,-4.37441,0.717744,2.32255,-0.312565,-0.795064,-0.597868,0.538849,-0.787393,0.410627,0.471724,1.40415,-3.90226,0.640219,-0.420362,-2.00544,-3.16642,0.780068,-8.71217,9.61214,2.96387,-10.1649,-0.15847,6.5843,2.23684,2.91966,0.00569115,0.0171968,0.0129048,-0.026924,-0.00566906,-0.010942,-0.0301761,0.0164755,0.00180492,-1.00812,-3.69542,0.756511,0.31204,2.2611,-0.0188839,-0.407017,0.545946,0.478376,0.0641732,-1.50785,0.232606,1.17289,1.08847,0.338673,-2.58582,-2.88156,-5.04115,-4.36538,2.96249,6.13994,1.45121,-8.17317,-5.56341,-29.6451,1.68262
-153.739,0.738914,0.407345,3,15,0,218.557,1.70313,3.63622,0.270632,-1.66418,-1.03148,-1.31597,1.45608,1.02388,-0.0300938,0.639954,0.239325,-0.545388,-1.61887,1.99477,1.58739,0.572476,-0.191402,1.48764,-1.23211,0.577033,-0.647383,-0.38455,-1.71825,-1.31482,0.464702,-0.178652,1.24036,-0.174452,4.74124,-0.505434,-1.35008,-0.00325466,0.534023,0.0582582,-0.462595,0.24695,-1.46464,5.8814,0.268343,1.35323,-0.0883668,-0.851114,-0.595623,0.339495,-0.441649,0.208304,2.66024,0.0711168,0.582964,-2.15803,-0.198113,0.445571,-1.20938,-1.32317,0.856941,0.835142,-1.77502,0.401978,0.588189,-1.20518,0.733432,1.32125,-0.406067,-0.152321,8.66108,0.538579,0.105544,0.870773,-0.993433,0.0782705,-0.0636142,-1.51909,0.155104,0.0179242,-0.188083,-1.12153,-1.33885,0.522905,-0.0599564,1.53731,0.275179,0.539644,2.1136,-0.172372,1.59098,0.170442,-1.36208,0.0639577,1.59968,1.33563,0.0266386,1.33205,0.49398,0.508923,6.7309,2.21245,-0.869205,-0.0423229,-1.38514,-0.755384,0.556648,1.44984,-0.525814,-2.17391,-1.07746,0.064769,-0.398281,-0.246859,-0.314945,0.348476,0.24504,-0.00720222,0.153157,-0.314707,-0.93414,1.15105,0.915974,0.330338,-0.110445,0.858417,-0.710966,-3.0694,-1.82325,-8.14662,-6.23389,2.20327,-0.847031,5.88087,-0.82712,-2.97266,-7.94034,-0.019142,3.14081,0.34264,-2.72071,1.45241,-8.61412,0.713855,3.5999,-0.235076,-2.26416,-1.5845,0.903136,-1.17489,0.554137,0.0593926,0.486858,-1.80226,-0.165453,0.372115,-1.01,-1.10503,0.715667,-15.3735,3.48156,5.09435,-10.4381,6.35231,11.4434,-3.51698,-1.31926,0.00965361,0.00189179,0.0156079,-0.0178065,0.00140294,-0.00114023,-0.0272285,0.00278012,-0.397532,-2.37047,-2.82978,1.10521,-0.126724,3.24925,0.581617,1.14059,-0.229609,2.11926,0.227037,-1.81435,0.0851948,2.13085,1.77912,0.0354839,-1.92308,-0.0936375,-3.06456,-1.67125,1.23156,3.2077,-1.16334,-4.80967,-2.38383,-30.8552,1.70313
