# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/prior_diss_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.381499
# Diagonal elements of inverse mass matrix:
# 10.0712, 14.3765, 1.05335, 0.970239, 0.839268, 1.18122, 1.01047, 1.02857, 0.969753, 1.02863, 1.65479, 1.02438, 0.929773, 1.05055, 0.985055, 1.16403, 1.07198, 1.08167, 1.03373, 1.27586, 0.978219, 1.02065, 0.756127, 0.954948, 0.989262, 0.927806, 1.0055, 0.944908, 1.27525, 1.18687, 0.994589, 1.22577, 0.965898, 0.829397, 0.880724, 1.03577, 0.987616, 1.59057, 0.97018, 0.850485, 0.904941, 0.960244, 0.956513, 1.07684, 1.01196, 0.985275, 1.28332, 0.914449, 0.951108, 1.08705, 1.11951, 0.886742, 0.821635, 0.969345, 0.963128, 1.70449, 0.898938, 0.91513, 0.889983, 0.953895, 0.892336, 0.971405, 0.975226, 0.952093, 1.29293, 1.05874, 0.954721, 0.904282, 1.01067, 0.751217, 0.877703, 0.878757, 0.878339, 1.15975, 0.938668, 1.11039, 0.964249, 0.882645, 0.90524, 0.891671, 1.09769, 0.921472, 1.22845, 1.01293, 0.933493, 0.907529, 0.888097, 1.01982, 1.03542, 0.913167, 0.861787, 1.64278, 1.10607, 0.936518, 0.965512, 1.05318, 0.972081, 0.986595, 0.815482, 0.889269, 1.33853, 1.21571, 1.52139, 1.15481, 1.27123, 1.0079, 0.999883, 0.970103, 0.903493, 0.919173, 1.11687, 0.989126, 0.957407, 0.953687
-166.375,0.772547,0.381499,4,15,0,231.903,0.199671,-2.92006,0.680584,0.468015,-0.863067,0.0454281,0.174737,0.888511,-0.0109453,-1.77447,2.59677,0.694373,-0.224783,0.504677,-0.492066,0.0539542,1.61226,1.19144,0.311481,0.466835,-0.182074,0.473218,-0.0289222,0.446757,-0.104996,0.796032,-0.538277,0.165125,10.1745,1.21667,0.340544,0.0385296,0.216463,0.558733,-0.475226,0.0128486,2.05286,2.77605,0.825197,0.299955,0.0318463,-1.65708,-2.17695,-0.247707,1.65688,-0.527435,4.90158,-1.31302,0.172199,-0.140019,-1.47836,0.000952525,0.114697,2.01508,-0.0122882,0.705105,-1.57773,0.121233,-1.08393,0.0498571,0.369507,0.427186,-3.1615e-05,-0.45272,0.1224,-2.1996,0.858168,-0.312951,0.185267,0.389781,-0.48562,-1.53817,1.4694,1.02292,-0.898416,-1.18102,0.811802,0.0648003,-2.48833,-1.28935,0.187474,-0.215711,35.0016,-0.371752,0.347745,-0.643111,-0.755252,-0.407311,1.23369,0.466362,0.405535,2.57243,1.34323,3.31668,-1.66151,1.18895,0.237599,0.813191,-1.1144,2.12117,0.772546,0.525348,1.95889,5.41215,3.15994,0.087538,0.000334592,-0.437492,-0.711697,-1.06785,0.32585,-1.19086,0.705935,0.62378,1.76732,1.21533,-2.24119,0.117966,0.453753,2.30726,-0.0284224,-4.6079,0.324158,-0.104937,0.235601,-0.229714,0.0251877,0.752658,0.556208,0.14541,-1.85252,4.81478,-0.29427,4.54554,-1.06829,8.09926,-5.47672,1.68007,3.37754,0.945365,0.10696,0.60091,1.55107,-1.31925,0.0356684,5.69884,4.04476,1.47025,0.156097,-8.12231,-10.6705,-1.21416,8.12134,-2.58526,-0.925819,0.121418,-0.0987282,-1.0424,0.00067163,0.0808732,1.42084,-0.00866444,-0.193114,0.0148389,-0.132673,0.00610252,0.0452277,0.0522876,-3.86968e-06,-0.055413,-2.25003,0.87784,-0.320125,0.189514,0.398717,-0.496752,-1.57343,1.50308,-31.4459,-41.3377,28.4143,2.26811,-87.0952,-45.1294,6.56188,-7.55023,-0.956306,0.89455,-1.65436,-1.94283,-1.04778,3.17358,1.19968,1.04321,1.03771,2.56228,-1.28359,0.918518,0.183556,0.628227,-0.860926,1.6387,0.276615,0.00105729,-1.38245,-2.24892,-3.37432,1.02967,-3.76305,2.23071,1.9711,-38.9089,0.199671
-165.917,0.731021,0.381499,4,15,0,232.44,-0.594511,2.4584,-0.278051,-1.14159,0.895145,0.859723,-0.214293,-0.156783,0.172039,0.872993,2.5859,-0.62154,-0.290686,-1.41386,1.92694,0.214737,-1.46627,-2.15888,-0.52971,0.986522,-0.333146,-1.68114,-0.641545,-0.148882,1.09865,-0.695158,0.911467,-0.84565,1.51445,-0.968452,-2.52559,0.107975,0.160724,1.19822,-1.77433,0.216362,-0.328977,1.53296,-1.30354,0.0648759,-0.830349,0.602505,0.838564,1.56193,-0.890463,-1.66687,0.55393,0.869069,0.336209,1.07796,1.92673,-0.12958,-0.858986,-0.221237,0.317543,2.98665,1.61299,0.538546,0.847493,0.113842,0.110231,-0.555015,-0.0716994,0.728515,25.5404,1.90698,-0.596859,0.808134,-0.576228,1.28445,-0.57872,0.896364,-0.158874,5.22732,-0.468756,0.20746,-1.41986,-0.767543,0.963553,1.11347,-0.690918,-0.211488,0.296145,0.530536,-0.437274,-0.254124,2.22759,-1.07409,-1.5933,-0.831407,-0.57854,1.43849,-0.635202,-3.21441,-0.177224,-0.0577585,-0.337083,-0.289785,-0.973788,-0.942111,0.177007,0.47392,2.64287,1.94354,1.26117,0.527636,-0.0133748,1.50012,-0.646478,0.877108,-0.604625,0.929152,0.726684,-0.678427,-0.719011,-2.95204,2.31476,2.22316,-0.55414,-0.405426,0.444877,2.25747,-0.613163,-0.286768,-1.3948,1.90096,0.211843,-1.44651,-2.12978,-0.52257,-0.504532,-2.54601,-0.971586,-0.225474,1.66385,-1.05278,1.38037,-1.28069,-1.4846,-3.87163,0.165522,0.246384,1.83683,-2.71999,0.331674,-0.504308,-0.722068,0.0359367,-0.459956,0.333746,0.464506,0.865202,-0.493254,-0.923329,2.5956,1.00414,3.2195,5.75446,-0.387009,-2.56549,-0.660755,0.948388,41.1964,13.7546,21.6453,2.90757,2.81535,-14.1753,-1.83123,18.6065,9.96841,-3.11997,4.22437,-3.01212,6.71425,-3.02516,4.68558,-0.830487,-0.13882,0.0614383,-0.420485,-0.227304,0.285352,0.329749,-0.204612,-0.0626312,0.763171,-0.629015,-0.365556,3.20437,-1.54507,-2.29195,-1.19597,-0.832225,-0.112435,-0.568973,-0.0313699,-0.0102237,-0.0596659,-0.0512939,-0.172367,-0.16676,0.665441,-0.0168679,1.89192,-0.815322,1.10619,-0.762538,1.17182,0.916475,-0.855615,-31.7755,-0.594511
-166.714,0.939576,0.381499,4,15,0,224.745,2.3139,-2.93282,-0.770359,2.2665,-1.61018,-0.488613,1.11322,0.363824,-0.232542,-1.15344,2.42318,1.01103,1.03736,-0.293127,-0.485609,0.368316,0.632372,1.59912,0.394711,5.1325,0.655366,0.113477,-0.172539,1.20036,-0.876941,0.795302,-1.08795,0.694727,2.61183,1.38577,1.07496,0.277987,-0.39313,-2.17772,-0.570209,-0.661359,-0.16672,2.8957,-0.597617,0.348154,-0.716899,-1.85684,-0.0917793,-0.920886,0.448304,0.459041,7.1919,0.510692,-1.05718,-0.633403,-0.255909,0.138035,1.12697,-0.817725,-0.698024,2.01121,-2.04003,-1.26793,-1.66578,0.681674,0.474292,-0.495987,0.775972,-1.24482,0.138798,-1.98111,-0.13044,-1.43111,0.321845,0.129798,0.817459,1.00484,-0.420497,0.663087,-0.421076,0.152889,0.622738,1.08118,-1.96243,-0.145547,1.48334,0.50923,8.08823,0.255274,-0.149698,1.19691,-2.69042,2.10675,1.22082,0.951237,1.80373,4.16213,0.554336,1.75509,-0.534186,1.62832,0.176751,0.270427,-0.0750537,-1.45958,0.25807,0.538106,1.48867,9.08798,3.41092,-0.891927,0.351254,-2.0359,0.745819,-0.0113767,0.453753,0.0830607,0.463425,1.50605,-1.86672,5.49214,-3.90176,-1.184,2.69754,0.88161,-0.563491,-2.795,5.1891,5.32423,-1.50447,-2.49238,1.89038,3.24565,8.20747,2.02585,1.7117,0.296384,-0.450642,3.13514,-2.29042,2.07719,-2.84154,1.81451,4.01278,3.11275,0.804966,-1.13839,-6.30603,-1.65115,-1.9151,-0.482772,-4.298,2.50389,-5.15587,-13.3542,-0.660068,-6.62292,3.22416,3.30138,1.02711,-2.12621,-1.27391,-0.514688,0.277617,2.26658,-1.64462,-1.40388,-0.283152,-0.175986,-0.231206,0.0946146,0.0658305,-0.0688418,0.107703,-0.172778,-1.31365,-0.086493,-0.948952,0.213411,0.0860671,0.542047,0.666294,-0.278826,-3.40576,1.2366,5.03684,8.74484,-15.8726,-1.17722,11.9976,4.11877,1.06248,-0.623062,4.98169,-11.1979,8.76856,5.08122,3.95918,7.50736,0.143058,0.452936,-0.137857,0.42022,0.0456141,0.0697893,-0.0193691,-0.376674,-3.04229,1.1981,-6.94427,2.54393,-0.0388049,1.54771,0.283313,1.5807,5.13702,-34.7825,2.3139
-173.826,0.732219,0.381499,4,15,0,229.049,2.34387,-8.8511,-0.524035,2.06804,-0.364576,0.773769,-0.510005,-0.325301,-0.633951,-0.075545,1.28082,-1.48962,-0.603594,0.642011,-0.139874,1.12815,1.04953,1.10332,0.0589611,0.399868,0.559544,-0.10691,-1.46105,0.807346,-0.538186,-0.317992,-1.49093,-0.606418,4.26315,0.641321,2.32986,0.326385,-1.00707,-0.590092,1.16135,-1.02836,-0.25785,5.25695,-0.224871,-0.452353,-1.45628,-0.933881,1.06615,0.52414,1.05887,0.184813,2.55484,1.19732,-0.69202,0.204757,-0.339643,-1.48342,-0.429949,-2.02674,-0.499154,0.029122,-0.628462,-0.381831,-1.80538,-0.906402,0.37868,0.58518,-0.643086,-0.285969,0.245777,-2.70299,-0.12441,0.529986,-0.730914,1.31851,1.13122,0.590548,0.246667,1.34394,-0.861963,-2.44267,0.192425,2.88385,-1.24251,-0.191516,1.23506,0.825998,1.43404,-0.548345,-1.45513,0.570469,-1.11691,-0.150217,0.598057,0.466571,0.027563,4.84631,1.27529,2.02331,-1.09356,0.144402,0.0702413,-0.827779,1.81915,-0.354776,0.0778842,0.224,6.83353,4.4777,2.09775,-0.16513,-0.277362,-1.32588,0.342935,0.294208,-0.748953,-0.0804415,1.10897,2.35164,-0.671194,2.64879,-0.466956,0.991058,-0.653224,-0.416651,-0.811976,-0.0967595,-0.59565,-0.241358,0.256719,-0.0559309,0.451111,0.419672,0.441183,0.0235766,2.38542,-0.455771,-6.22867,3.44183,-2.29436,-1.35565,-6.35604,-2.58525,3.37139,12.2479,1.71579,-5.29409,-3.10208,6.10517,-5.40603,-1.3555,-0.574511,-1.15569,-3.72057,-2.38592,2.72384,1.3391,2.70524,0.472168,0.0348683,-0.020153,0.00596294,-0.00989109,-0.0432002,-0.012521,-0.0590228,-0.0145364,-0.154462,-0.0938454,-0.443722,-0.222773,0.0930709,0.143824,-0.158056,-0.0702847,-3.63266,-0.1672,0.712271,-0.982306,1.772,1.52029,0.793663,0.331506,-1.23609,-3.50288,0.275945,4.13554,-1.78181,-0.274641,1.77112,1.18451,-2.65745,-7.052,2.76467,-5.41291,-0.728,2.89837,2.26115,0.133579,0.0993249,0.157584,-0.0851714,0.0112466,0.00547069,-0.0644709,0.141683,-0.0276314,-0.346402,-0.581836,-2.78137,0.719392,0.617176,-1.57112,-0.168746,2.32635,4.93317,-32.8528,2.34387
-167.016,0.980356,0.381499,4,15,0,224.804,3.36139,-5.56431,-1.21157,0.588563,0.828606,-0.601077,-1.00088,-0.3133,-0.808366,-0.924012,6.22856,-0.626239,1.2412,-1.04643,-0.693931,0.580617,0.0840162,-0.811476,-1.16475,6.69513,0.815653,-1.01338,-0.792089,-1.1369,-0.279532,0.24616,-1.03504,0.720647,1.77555,1.30913,3.03608,-0.202858,-0.256943,-1.18738,-0.393184,-0.962615,-1.88171,1.02205,-0.0733894,2.75165,-0.201175,-0.451591,0.916372,0.487038,-1.03676,-1.0348,5.63805,1.56015,-0.362051,-0.0134171,1.31765,-0.471573,-0.920166,-0.686579,-1.17348,0.0344154,0.111463,0.00950161,-1.24206,-0.285304,1.12562,0.0505961,-0.055256,0.575142,0.49489,-0.379526,1.03638,-0.305726,-0.689568,0.941744,-0.848861,0.966317,-0.611464,4.00434,0.536007,-2.09459,-0.38022,0.64334,0.388935,0.23579,1.63813,1.99636,2.89082,0.990877,-0.549937,1.19082,-2.4397,-0.537944,0.581459,0.0334923,-0.191766,1.72786,1.29584,1.69877,-1.18153,-0.603631,0.630164,0.267865,-0.534512,-0.691688,0.431045,0.393198,1.88757,4.69885,8.30763,0.442191,-1.38701,-0.21737,-0.765668,1.20867,-0.335851,0.0243096,0.633733,2.02225,-7.54631,3.6659,5.16103,-3.74385,-6.23406,-1.95141,-5.03496,-5.75527,-4.19275,8.31001,-7.00599,-4.64596,3.8873,0.562499,-5.43294,-7.79815,1.44824,-1.79931,-1.4064,-2.01863,-0.496324,0.437071,-1.83777,1.27955,1.33799,3.10302,-0.20733,-0.262607,-1.21356,-0.401852,-0.983838,-1.9232,-0.413773,15.5139,-1.13424,-2.54609,5.16655,2.74595,-5.84531,-5.83423,0.0536933,-0.0124602,-0.000461756,0.0453474,-0.0162294,-0.0316679,-0.0236289,-0.0403858,0.0551619,0.00470225,-0.614681,-0.141194,0.557057,0.0250395,-0.0273456,0.284632,-1.51975,4.15003,-1.22423,-2.76126,3.77106,-3.39913,3.86946,-2.44851,1.5495,-6.05507,-1.09915,1.85978,1.12434,0.681628,4.73554,5.77113,1.7121,-0.950217,2.05757,-4.21547,-0.929495,1.00468,0.0578702,-0.331346,0.558567,0.732244,-0.50929,-0.260192,0.271629,0.115462,-0.230398,-0.298149,3.67356,-11.5228,-1.80583,-6.36088,10.0412,-2.79013,0.201955,5.26481,16.8001,-35.7637,3.36139
-171.263,0.804073,0.381499,4,15,0,224.371,-1.06266,-0.338184,-1.7112,-0.242896,0.351741,-0.544788,-0.637669,-0.19282,0.783662,-0.638131,0.870433,-0.48885,0.197554,0.284929,-1.62175,0.840218,0.854871,-0.428344,-1.20577,4.92934,0.491696,-1.70809,-0.0866776,-0.46006,-0.552091,0.831517,-2.0533,1.28194,2.75056,0.452176,3.05646,-0.493264,0.00909717,-0.347464,0.727113,-0.881333,-0.875996,0.592226,0.0598554,2.47597,0.0685828,0.00635201,0.824817,0.976219,0.0847993,-0.948611,1.99846,1.33342,-0.604744,-0.00878124,-0.119139,-1.62833,0.393499,0.147373,0.427469,0.0366735,0.374569,0.172676,-1.29158,-0.51682,1.68506,1.79526,0.410855,0.391355,0.443894,-1.41272,0.847949,0.215331,-1.41448,0.232554,0.4453,-0.14253,-0.297059,1.6611,0.482689,-0.958575,0.100037,0.547224,-0.0942776,0.404888,2.4818,1.69564,7.90935,-0.300376,-0.457121,2.33721,-1.93613,-0.383887,-0.502224,-0.619444,-0.655622,0.882794,2.20429,1.55564,-2.28726,0.150246,0.0527859,-0.47993,-0.635054,-0.0466124,1.29122,0.369102,3.52744,3.90116,11.3083,1.55986,-1.34608,-0.426425,-0.773734,0.43801,-1.31552,0.0861877,-0.55971,1.477,-1.48949,-0.211425,0.306167,-0.474201,-0.555049,-0.167837,0.682125,-0.555451,-2.40971,0.973811,1.40451,-7.99418,4.14172,4.21395,-2.11145,-5.94365,1.35244,-4.69822,-0.238412,-1.26542,-1.51856,2.28714,-5.64774,3.52607,0.267791,1.81011,-0.292124,0.00538758,-0.205777,0.430615,-0.521948,-0.518788,0.119619,4.94812,0.13706,0.0126942,1.64836,1.95093,0.169468,-1.89576,0.0489012,-0.0221781,-0.000322038,-0.00436925,-0.0597163,0.014431,0.00540467,0.0156768,0.166269,0.0766498,-0.573322,-0.229413,0.747987,0.796903,0.182376,0.17372,-2.34667,1.40853,0.357686,-2.3496,0.386295,0.739687,-0.236756,-0.493443,3.81775,-7.5817,0.791225,4.32819,-0.745674,3.2024,19.6295,13.4114,-0.26517,-0.403544,2.06328,-1.70921,-0.338893,-0.443361,-0.546841,-0.578779,2.84622,2.00867,-2.95335,0.194,0.0681583,-0.619696,-0.819996,-0.060187,17.6394,-15.2219,-4.82216,-8.74965,4.95316,-14.8764,0.97464,-6.32939,16.7024,-34.3308,-1.06266
