# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_11b66bac0b77_model
# start_datetime = 2023-06-28 15:49:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 12
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmprjNnIy/standata-11b64fe96bd2.json
# init = 2 (Default)
# random
#   seed = 236
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmprjNnIy/model_ca8dcd9b4d713097e042797eb154c030-202306281249-2-530af0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmprjNnIy/model_ca8dcd9b4d713097e042797eb154c030-profile-202306281249-2-7dba6b.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3.1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4.1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5.1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6.1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7.1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8.1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9.1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10.1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.00730743
# Diagonal elements of inverse mass matrix:
# 0.0854423, 2.08683, 0.212073, 0.0442608, 0.00197332, 0.00226343, 0.00702671, 0.0705753, 0.0410748, 0.329959, 0.0525752, 0.0915849, 0.0108297, 0.100871, 0.166655, 0.0941411, 0.15913, 0.107986, 0.15121, 0.075469, 0.0517865, 0.00957486, 0.113095, 0.177626, 0.0425593, 0.0879957, 0.0640406, 0.0648788, 0.0773979, 0.0612422, 0.00925953, 0.0791959, 0.137858, 0.0435325, 0.0818821, 0.0503568, 0.0574681, 0.0628387, 0.401606, 0.256178, 0.64027, 0.413381, 0.590675, 0.659913, 0.793516, 0.86679, 0.644302, 0.419094, 0.384615, 0.468187, 0.478936, 0.604151, 0.561703, 0.715603, 0.713909, 0.626353, 0.482201, 0.516245, 0.567134, 0.65504, 0.597099, 0.59841, 0.721621, 0.819678, 1.08469, 0.051266, 0.0250668, 0.169668, 0.133425, 0.255584, 0.147225, 0.261133, 0.36869, 0.142728, 0.650842, 0.76635, 0.724426, 0.729082, 0.687686, 0.79017, 0.91809, 0.974314, 1.31186, 0.430586, 0.453558, 0.662396, 0.569081, 0.70826, 0.631483, 0.814859, 0.739907, 1.07567, 0.151881, 0.0696152, 0.0928083, 0.00761685, 0.0982094, 0.0766062, 0.105587, 0.098427, 0.0757435, 0.00208706, 0.0314151, 0.0659089, 0.114681, 0.155787, 0.169444, 0.225839, 0.0998666, 0.100672, 0.190394, 0.100286, 0.0982616
-461.093,0.99151,0.00730743,9,511,0,517.749,-0.451898,-4.8796,-0.691919,0.618763,-0.148432,0.0949995,-0.148593,0.932977,-0.478219,-1.85876,14.2977,1.32229,-0.24038,-1.01859,-1.85543,0.538102,-1.22065,0.547161,1.19973,0.670412,0.686996,-0.196164,-0.935925,-1.10975,0.472318,-0.699125,0.442739,0.580013,1.14892,0.894426,-0.292424,-0.743189,-1.28406,0.680787,-0.933914,0.48515,0.737155,0.929962,0.554497,-0.29708,1.55851,1.80409,0.753466,0.360444,-0.0750261,-2.17775,0.220707,0.385422,1.22832,-0.629601,0.865999,-0.977149,1.97488,1.97043,0.0091383,0.0686252,0.108473,0.447598,1.68949,0.0459483,-0.331468,0.436195,0.726993,0.654756,0.208273,0.462148,-0.0557246,1.43533,1.51429,-0.313847,0.65021,2.40483,-0.807769,0.343884,0.554055,-0.629205,-0.11354,0.717203,-2.04326,0.231574,-0.135026,2.21565,0.0611683,1.02924,-0.715094,-0.387028,-1.58442,0.795696,0.945053,0.587018,-0.00697096,0.152653,-0.958955,0.614097,0.763976,0.161817,-0.760994,0.667315,-0.416837,0.708414,0.145607,0.166622,2.08717,1.54849,0.0141777,0.845957,0.895673,-0.521521,0.439369,0.446005,-0.376058,0.444957,0.425719,-9.89285,8.8469,-2.12224,1.35828,-2.12454,13.3394,-6.83743,-26.576,0.886478,-0.161154,-0.682873,-1.2439,0.36075,-0.818339,0.366823,0.804312,0.789307,-0.225378,-1.07531,-1.27502,0.542657,-0.803242,0.508674,0.666392,0.831783,-0.271943,-0.691138,-1.19412,0.633106,-0.868505,0.451171,0.685526,0.122381,-0.0655677,0.343975,0.398177,0.166295,0.0795527,-0.0165588,-0.480645,0.0264497,0.0842935,-0.0432065,0.0594293,-0.067057,0.135527,0.135221,0.000627117,0.022592,0.0932227,0.351876,0.00956979,-0.069036,0.0908478,0.151413,0.136368,0.158925,-0.0191628,0.493586,0.520739,-0.107927,0.223597,0.826981,-0.277779,0.0338906,-0.0384874,-0.00694503,0.0438701,-0.124983,0.014165,-0.0082593,0.135527,0.157117,-0.109161,-0.059081,-0.241867,0.121465,0.144265,0.08961,-0.00106414,-0.139631,0.0894168,0.11124,0.0235617,-0.110806,0.0971658,-0.0606944,0.10315,0.021954,1.30995,1.38694,-0.807568,0.680356,0.690633,-0.582321,0.68901,0.65922,-26.8656,-0.451898
-456.026,0.982467,0.00730743,9,511,0,515.005,-0.438082,-5.76111,-0.791425,0.815529,-0.105854,0.161477,-0.257511,0.93467,-0.613382,-2.20128,17.6559,1.24206,-0.164689,-1.20683,-1.65948,-0.0784569,-1.4064,0.0895601,1.18566,0.710336,0.71072,-0.190024,-0.992056,-1.3479,0.314437,-0.892868,0.561962,0.42945,0.966372,1.15423,-0.270977,-1.05438,-1.75608,0.47636,-1.27246,0.429642,0.753225,0.724339,0.507944,0.574811,0.801595,1.53359,-0.763675,0.557443,-0.0792238,1.10828,0.0878938,-1.56101,0.947815,0.943097,0.263075,0.197133,-1.05035,-0.568959,1.02607,0.0959256,0.972256,1.05391,0.234342,1.61105,-1.0074,0.951687,-0.553205,-0.0640271,0.099658,0.346377,-0.00665013,0.659214,0.695338,0.161714,0.0284034,1.1098,-0.915491,0.567418,-0.394898,-0.437404,0.452518,-0.22194,2.23806,0.237804,1.12128,-1.01656,0.0661016,0.339268,-1.43262,-0.655474,-1.27726,0.672335,0.212065,-0.350995,1.0064,0.0903341,-1.20272,0.666095,0.903328,-0.0169929,-0.882781,0.676644,-0.200743,-0.404037,0.150862,0.170806,2.25829,1.17192,-0.0512853,1.11256,1.16668,-0.668636,0.580086,0.591622,-0.535978,0.567119,0.547491,-13.9733,14.3989,-1.86895,2.85101,-4.54659,16.5024,-10.8298,-38.8655,0.882282,-0.116984,-0.857256,-1.17879,-0.0557307,-0.999013,0.0636178,0.842213,0.68682,-0.183634,-0.958696,-1.30257,0.303863,-0.862842,0.543064,0.415009,0.836053,-0.196279,-0.763725,-1.272,0.345046,-0.921694,0.311207,0.54559,0.0446451,0.0505224,0.0704552,0.134793,-0.0671224,0.0489958,-0.00696328,0.0974108,-0.14974,0.0909197,0.0904671,0.0252356,0.0189101,-0.100755,-0.0545777,0.0984263,0.0968931,0.105031,0.0233541,0.160554,-0.100396,0.0948433,-0.0551313,-0.00638081,0.196541,-0.0037734,0.37405,0.394547,0.0917593,0.0161166,0.629719,-0.519466,-0.0261033,-0.0289131,0.0299121,-0.0146706,0.147939,0.0157192,0.0741182,-0.0671961,0.0306474,-0.129414,-0.0592116,-0.11538,0.0607348,0.0191567,-0.0317068,0.0909121,-0.181445,0.100488,0.136277,-0.00256358,-0.133178,0.10208,-0.0302844,-0.0609537,-0.0601025,1.30383,1.36726,-0.783591,0.679817,0.693336,-0.628126,0.664621,0.641618,-27.9026,-0.438082
-463.903,0.624096,0.00730743,9,511,0,512.419,0.159112,-5.45499,-0.581689,0.778901,-0.143784,0.100466,-0.212992,1.11095,-0.590244,-2.2994,12.7668,1.13211,-0.11088,-1.5092,-1.39098,0.326458,-0.94881,0.457658,1.34885,0.72617,0.556168,-0.166148,-1.11874,-1.24989,0.376925,-0.937514,0.764635,0.479189,0.951923,0.982929,-0.27892,-1.10064,-1.37517,0.707978,-1.10265,0.641938,0.85798,0.841656,-0.156403,0.210395,-0.381596,1.6724,-0.652551,-0.0675575,-0.0739156,-2.94045,0.296525,-0.373363,0.970405,-1.20267,1.31583,-0.501103,1.65645,2.31909,0.377067,0.130896,-0.906584,0.466406,1.52231,-0.146988,0.653253,0.161265,1.49658,0.754624,0.195708,-0.246485,-0.00923089,1.77559,1.82893,0.296031,0.717566,1.68173,-1.75364,0.396666,0.109094,-0.573957,-1.05703,1.42547,-2.03833,-0.766303,0.142127,1.86754,0.0923465,0.372387,-1.64508,-0.340197,1.51872,0.0419861,0.122358,1.22692,-0.323853,0.0526035,-0.793371,0.443997,0.692526,-0.00909357,-0.709823,0.618012,-0.548391,-0.0620831,0.182267,0.163749,2.05678,1.44526,-0.416744,0.485607,0.540918,-0.997357,0.0543677,0.0789391,-0.841567,0.0566998,0.0250941,-7.42631,9.94407,-1.83566,1.28263,-2.71922,14.1832,-7.53552,-29.356,0.822108,-0.0805175,-1.09594,-1.01009,0.237064,-0.688997,0.332338,0.979491,0.52943,-0.15816,-1.06496,-1.1898,0.358804,-0.892441,0.727873,0.456151,0.827288,-0.234755,-0.926358,-1.15742,0.595874,-0.928052,0.540291,0.722124,-0.0463773,0.0623874,-0.113153,0.495909,-0.193498,-0.0200325,-0.0219178,-0.871918,-0.0488717,0.127022,-0.157425,0.172236,-0.0655923,0.216822,0.30356,0.0493564,-0.177426,0.0912796,0.297928,-0.0287668,0.127847,0.0315608,0.292894,0.147686,-0.0977723,-0.00366158,0.704317,0.725477,0.117426,0.284634,0.667084,-0.695611,0.0100744,-0.0530029,-0.0976134,0.131637,-0.188232,-0.0707654,0.013125,0.172461,0.0195888,-0.086537,-0.0178955,0.0798898,0.00220861,0.00643648,0.0645403,-0.0170358,-0.144606,0.0809262,0.126225,-0.00165746,-0.129378,0.112643,-0.0999538,-0.0113157,-0.602303,0.701829,0.781768,-1.44144,0.0785756,0.114088,-1.21628,0.081946,0.0362676,-26.6363,0.159112
-475.273,0.996352,0.00730743,9,1023,0,528.141,0.259202,-7.3374,-0.457468,1.19935,-0.202178,0.230095,-0.252158,1.52332,-0.961476,-3.37217,9.68472,1.08119,-0.202695,-0.693003,-1.63445,0.144649,-1.47862,1.0566,0.648254,0.56406,0.847486,-0.144189,-1.14041,-1.3626,0.495439,-0.698414,0.412865,0.524565,0.837059,0.900687,-0.175522,-1.07921,-1.4347,0.4204,-0.827251,0.284358,0.464383,0.90051,0.628978,0.351418,2.34233,0.981503,-1.00717,0.879837,-0.414687,1.53043,0.126675,-0.854132,1.28067,1.38751,0.409505,0.635009,2.14213,1.3215,1.12847,0.15495,-0.472476,0.876649,1.44191,1.16362,0.520339,0.593302,-0.036129,-0.601194,0.193679,0.0139839,0.043742,1.55324,1.32534,-0.156269,0.779809,2.07256,-1.36086,0.443992,-0.312665,-0.00581381,0.299662,0.437497,-0.589209,1.18185,1.68321,1.03636,0.0718444,0.377779,-1.88533,0.985211,1.81391,0.255977,2.30607,-0.292837,0.62153,0.0158938,-0.920685,0.428905,0.6978,0.153322,-0.753903,0.732353,-0.4357,0.38676,0.173499,0.175839,2.0953,1.1227,-0.687024,0.543884,0.595564,-1.35879,-0.00967848,0.0204648,-1.16506,-0.00778564,-0.0659574,-4.43045,11.6154,-1.95803,2.22841,-2.44208,14.753,-9.31163,-32.6586,0.609856,-0.114332,-0.390895,-0.921929,0.0815909,-0.834029,0.595986,0.365654,0.709396,-0.120694,-0.954594,-1.14058,0.414712,-0.584613,0.345592,0.439092,0.811078,-0.158059,-0.971836,-1.29196,0.378575,-0.744948,0.256068,0.418182,0.0796756,0.0445158,0.296714,0.124332,-0.127583,0.111453,-0.0525303,0.193866,-0.132348,0.19844,0.214995,0.0634529,0.0983946,0.331923,0.204766,0.174856,-0.0915087,0.169789,0.279267,0.225368,0.100779,0.11491,-0.00699743,-0.116439,0.00620872,0.0194211,0.689627,0.588441,-0.0693819,0.346228,0.9202,-0.604212,-0.0224632,-0.000417689,0.021529,0.0314317,-0.0423313,0.084909,0.120929,0.0744568,0.00600435,-0.0299651,0.0156588,0.02883,0.00406845,0.0366523,-0.0046543,0.0098785,-0.159738,0.0744147,0.121068,0.0266013,-0.130802,0.127063,-0.0755935,0.0671026,-0.771323,0.610619,0.668641,-1.52551,-0.010866,0.0229758,-1.30802,-0.00874095,-0.0740506,-26.3644,0.259202
-465.547,0.847275,0.00730743,9,1023,0,537.59,-0.0791592,-6.87468,-0.968164,1.08917,-0.147944,0.187986,-0.338301,1.27914,-0.918615,-2.94407,12.6411,0.838631,-0.16334,-0.783657,-1.62811,0.778814,-1.51913,0.177546,1.0565,0.677335,0.998766,-0.260041,-1.96962,-2.35362,0.544811,-1.6309,1.38606,0.858516,0.52908,0.847188,-0.172979,-1.0738,-1.31148,0.448722,-0.952014,0.619912,0.50429,0.910572,-0.759305,0.340056,0.201391,1.21781,-0.194839,-0.880016,-0.900196,-3.14377,0.141585,-0.626712,1.14134,-0.86197,0.622299,-1.50637,0.0656302,0.5347,0.440549,0.177982,-0.391359,1.19125,-0.188294,1.05854,-0.335599,0.129331,0.877591,1.43189,0.121293,-0.218395,-0.0546502,0.663049,0.514835,0.848032,-0.276973,0.970242,-1.19189,1.17975,-1.48705,0.0146818,-0.70022,-0.187854,0.974335,0.475916,-0.408035,0.357771,0.0847583,-0.38418,-0.169819,-2.27432,-2.03802,-0.555161,-0.247258,1.1889,0.436273,0.0934145,-1.76983,0.962073,1.14328,0.0104409,-1.28202,1.102,-0.542654,-0.087985,0.0963185,0.162582,1.7843,0.976579,-0.442906,0.970819,1.02572,-1.2328,0.307422,0.347333,-1.08579,0.318364,0.287211,-12.2387,13.7684,-1.87018,2.37636,-4.27651,16.1697,-11.6123,-37.2164,0.568034,-0.110636,-0.530798,-1.10278,0.527518,-1.02896,0.120258,0.715606,0.528427,-0.137583,-1.04209,-1.24526,0.288249,-0.862878,0.733338,0.454224,0.771426,-0.15751,-0.977773,-1.1942,0.408593,-0.866877,0.564475,0.459192,-0.107506,0.0481467,0.0285138,0.172423,-0.0275862,-0.124597,-0.127454,-0.445108,-0.111543,0.203138,-0.153415,0.110758,-0.268107,0.011681,0.0951668,0.0784097,-0.047469,0.14449,-0.0228386,0.128393,-0.0407057,0.0156868,0.106445,0.173677,-0.257652,-0.0644735,0.782231,0.607376,1.00046,-0.326759,1.14464,-1.40613,-0.12604,0.0012444,-0.0593494,-0.0159222,0.082583,0.0403378,-0.0345844,0.0303241,-0.035888,-0.0158636,-0.212455,-0.190381,-0.0518601,-0.0230975,0.11106,0.0407543,-0.170467,0.0926654,0.110119,0.00100565,-0.123483,0.106143,-0.0522676,-0.00847458,-0.432532,0.948082,1.00169,-1.20393,0.300222,0.339199,-1.06036,0.310908,0.280484,-27.1254,-0.0791592
-455.431,0.994587,0.00730743,9,1023,0,530.522,-0.412734,-5.38568,-1.02497,0.848002,-0.202996,0.0750562,-0.297109,1.28946,-0.640528,-2.64023,10.027,0.863525,-0.0601262,-0.930738,-1.29893,0.572489,-1.16009,-0.0762374,0.873343,0.880636,1.18307,-0.253938,-2.05042,-2.68371,0.503083,-1.76924,1.50295,0.903511,0.522293,0.493612,-0.128667,-0.72197,-0.992229,0.395011,-0.768035,0.195165,0.50596,1.33732,0.584143,0.192491,0.315343,1.22403,-0.104885,0.299876,-0.151466,-1.8355,0.291867,-0.723344,0.87769,0.125988,0.359912,0.572072,0.306867,0.837583,0.341146,0.280534,-0.611574,0.783659,0.550241,-0.042722,0.585026,0.322998,0.970801,0.0877963,0.233061,0.0835518,0.0946899,0.371067,0.599777,0.142407,0.220833,0.787052,-0.342392,0.572904,-0.25758,0.251964,-0.490797,0.228454,0.201229,-0.996272,0.812979,1.21277,0.230835,-1.14836,-1.01409,-0.216429,-2.97935,2.65904,-0.919039,0.884228,0.34428,0.0424869,-1.13597,0.714462,0.987378,0.127619,-0.819063,0.848028,-0.628646,0.0742787,0.122189,0.161399,1.99154,1.06953,-0.0745383,1.17758,1.29787,-0.788834,0.610676,0.638852,-0.592626,0.606928,0.5662,-10.2774,8.50289,-2.03543,0.752587,-2.9791,12.9294,-6.42256,-26.4735,0.760452,-0.0529493,-0.819642,-1.14389,0.504155,-1.02162,-0.0671375,0.769098,0.617909,-0.13263,-1.07092,-1.40168,0.262757,-0.92406,0.784979,0.471897,0.660118,-0.172069,-0.965505,-1.32693,0.528257,-1.02711,0.260999,0.67663,0.170492,0.0561819,0.0920383,0.357254,-0.0306124,0.0875238,-0.0442079,-0.535721,-0.202922,0.246221,0.035344,0.100967,0.160485,0.0860866,0.23497,0.095703,-0.142534,0.182641,0.12824,-0.00995683,0.136347,0.0752782,0.226256,0.0204619,0.0478672,0.0542482,0.212586,0.343615,0.0815855,0.126516,0.450905,-0.196158,-0.0594586,0.0581622,-0.113293,0.0527354,0.0464509,-0.229975,0.187664,0.279949,-0.0487902,-0.0430857,-0.00919539,-0.126583,0.112974,-0.0390472,0.0375682,0.0146274,-0.138803,0.0872993,0.120647,0.0155936,-0.10008,0.10362,-0.0768136,0.00907603,-0.0797211,1.25946,1.38811,-0.843684,0.653138,0.683273,-0.633832,0.64913,0.605569,-25.7594,-0.412734
